,BA,,,,Nividia,,,0, .IXIC,,,,GE,,,, NOK,,,,,36526,45809
Date,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,,,
07/04/2014, $128.18 ,127.868,134.3145476,0.050294891, $0.48 ,0.4707,0.429785714,-0.085630569," $4,185.19 ",4340.5216,4204.882048,-0.032409437, $124.96 ,124.45072,127.5631,0.024907409, $7.51 ,7.4744,7.535404762,0.008127466,,,
14/04/2014, $128.37 ,127.303,133.6655,0.049563761, $0.47 ,0.47136,0.433085714,-0.081730271," $4,110.46 ",4329.22,4210.381714,-0.028911175, $128.07 ,125.1303,127.3944571,0.017679225, $7.09 ,7.461,7.5003,0.005539659,,,
21/04/2014, $131.50 ,127.521,133.4369333,0.044988086, $0.49 ,0.47306,0.437438095,-0.07322077," $4,177.16 ",4291.9162,4215.498667,-0.018294154, $128.26 ,124.90058,127.3101333,0.018786446, $7.23 ,7.41888,7.473857143,0.007605819,,,
28/04/2014, $130.40 ,128.657,133.1821714,0.034702235, $0.47 ,0.47456,0.440995238,-0.070737117," $4,149.56 ",4243.1222,4219.29381,-0.005742387, $128.74 ,125.5036,127.2919,0.013890917, $7.22 ,7.30974,7.451519048,0.019640252,,,
05/05/2014, $132.38 ,129.673,133.0121857,0.025224246, $0.47 ,0.4773,0.444971429,-0.068160598," $4,138.34 ",4209.6752,4221.987143,0.002975089, $127.73 ,126.43204,127.1332857,0.005489899, $7.08 ,7.27622,7.418690476,0.020109599,,,
12/05/2014, $133.97 ,130.165,132.815519,0.019784422, $0.47 ,0.47734,0.448461905,-0.06199677," $4,155.13 ",4181.6904,4224.044333,0.010193174, $129.01 ,127.27434,127.0163524,-0.001999732, $7.16 ,7.29154,7.400452381,0.015208465,,,
19/05/2014, $132.58 ,131.324,132.5154857,0.008986966, $0.47 ,0.47628,0.451695238,-0.052757," $4,186.58 ",4152.1422,4224.578381,0.017302002, $127.73 ,127.55192,126.7269238,-0.006458715, $7.53 ,7.22642,7.390419048,0.021793604,,,
27/05/2014, $135.44 ,132.16586,132.3697714,0.001505548, $0.48 ,0.47388,0.455304762,-0.038835957," $4,252.08 ",4146.1302,4228.119095,0.019282054, $128.21 ,128.36254,126.4306571,-0.015067832, $7.80 ,7.15748,7.389052381,0.029678113,,,
02/06/2014, $138.25 ,132.95386,132.1531048,-0.005792081, $0.48 ,0.47342,0.458590476,-0.030894841," $4,322.51 ",4161.3534,4234.774524,0.016985777, $130.37 ,128.29554,126.3201286,-0.015152812, $7.75 ,7.24364,7.384490476,0.018162771,,,
09/06/2014, $138.39 ,134.52386,131.9745333,-0.018421321, $0.49 ,0.47178,0.462733333,-0.018339077," $4,346.74 ",4176.3388,4240.84419,0.01483995, $131.75 ,128.28598,126.3497571,-0.014695754, $7.80 ,7.35854,7.384261905,0.003298526,,,
16/06/2014, $134.08 ,135.72586,131.4749619,-0.031704192, $0.49 ,0.47288,0.466947619,-0.012050337," $4,372.18 ",4210.9276,4246.826476,0.008210748, $129.41 ,128.61142,126.4181238,-0.016948586, $7.99 ,7.46576,7.405690476,-0.007514044,,,
23/06/2014, $132.53 ,135.74786,131.192581,-0.034371682, $0.47 ,0.47668,0.470566667,-0.01298499," $4,399.87 ",4252.6066,4259.36981,0.001537138, $129.50 ,129.41544,126.7462952,-0.020610424, $7.90 ,7.60842,7.455909524,-0.019305124,,,
30/06/2014, $128.62 ,135.738,131.2597238,-0.034817884, $0.47 ,0.48198,0.474147619,-0.016576468," $4,485.93 ",4296.0174,4276.484857,-0.004354184, $128.69 ,129.49498,127.1132095,-0.018507669, $7.78 ,7.77502,7.474885714,-0.038577672,,,
07/07/2014, $129.50 ,134.374,131.2030571,-0.024486045, $0.48 ,0.48294,0.47562381,-0.015248417," $4,478.02 ",4338.676,4287.299476,-0.011473042, $128.45 ,129.84914,127.3388286,-0.019542843, $7.65 ,7.85,7.4977,-0.046052288,,,
14/07/2014, $130.58 ,132.624,131.185919,-0.011013026, $0.49 ,0.48178,0.476347619,-0.011086492," $4,451.93 ",4385.4444,4295.255238,-0.020258464, $129.91 ,129.94486,127.5906524,-0.018121654, $7.63 ,7.84544,7.519561905,-0.042710104,,,
21/07/2014, $130.01 ,131.062,131.1483,0.000663795, $0.47 ,0.48174,0.476038095,-0.012136877," $4,485.50 ",4416.5474,4302.060286,-0.02552383, $126.01 ,129.562,127.7365048,-0.014486804, $8.35 ,7.82446,7.561119048,-0.031537839,,,
28/07/2014, $124.56 ,130.248,130.8416333,0.004765842, $0.45 ,0.48108,0.47527619,-0.012803462," $4,476.06 ",4437.5846,4307.029571,-0.029167393, $123.43 ,129.19348,127.608881,-0.012838402, $8.23 ,7.79086,7.585566667,-0.024944512,,,
04/08/2014, $121.98 ,128.654,130.5891667,0.015864857, $0.48 ,0.47658,0.476071429,-0.001065071," $4,395.38 ",4460.2482,4308.979619,-0.034415336, $123.00 ,128.5139,127.5108857,-0.008154866, $8.02 ,7.862,7.60342381,-0.032261533,,,
11/08/2014, $124.69 ,127.32564,130.5353571,0.025741576, $0.48 ,0.47308,0.476380952,0.006887028," $4,482.47 ",4475.4862,4315.554714,-0.035679337, $124.43 ,127.29828,127.5496286,0.002019974, $7.84 ,7.928,7.624571429,-0.038702624,,,
18/08/2014, $127.80 ,126.36364,130.6534524,0.033566607, $0.49 ,0.47408,0.47697619,0.005949446," $4,547.24 ",4457.3778,4327.828905,-0.028489541, $126.59 ,126.15924,127.6476238,0.011757961, $8.32 ,7.975,7.680657143,-0.035377747,,,
25/08/2014, $129.13 ,125.80764,130.6158333,0.037235293, $0.49 ,0.47398,0.477342857,0.006901," $4,580.27 ",4458.2672,4341.837762,-0.025419771, $125.82 ,125.35522,127.6225571,0.018020554, $8.40 ,8.013,7.727785714,-0.033954082,,,
02/09/2014, $126.75 ,125.63164,130.5479762,0.038787662, $0.50 ,0.47334,0.478580952,0.010402843," $4,610.14 ",4477.331,4362.073714,-0.02500081, $125.05 ,124.69,127.6271143,0.023486824, $8.49 ,8.151,7.774642857,-0.044329463,,,
08/09/2014, $128.68 ,126.06964,130.5627381,0.034916833, $0.50 ,0.47684,0.480080952,0.006484499," $4,600.40 ",4496.2854,4385.403952,-0.024102582, $125.72 ,124.65172,127.5154429,0.022777908, $8.52 ,8.161,7.842533333,-0.037378717,,,
15/09/2014, $129.70 ,127.41,130.4770238,0.023647061, $0.49 ,0.48694,0.480152381,-0.013909055," $4,610.57 ",4523.1016,4406.042714,-0.025389244, $126.35 ,124.97716,127.4242857,0.019368462, $8.73 ,8.213,7.914042857,-0.034244804,,,
22/09/2014, $129.87 ,128.412,130.4517857,0.015706366, $0.49 ,0.4914,0.480738095,-0.021902023," $4,568.87 ",4564.1044,4426.009714,-0.030225136, $125.72 ,125.52274,127.2807095,0.013982801, $8.68 ,8.314,7.98362381,-0.038061773,,,
29/09/2014, $129.53 ,128.826,130.3160714,0.011503678, $0.47 ,0.49314,0.480357143,-0.027413376," $4,522.06 ",4589.7248,4444.281857,-0.032162991, $123.00 ,125.9056,127.0550905,0.00934577, $8.57 ,8.492,8.054352381,-0.0510674,,,
06/10/2014, $127.19 ,128.906,129.9932095,0.008547923, $0.46 ,0.49314,0.480142857,-0.028175033," $4,496.26 ",4594.0498,4460.526095,-0.029696642, $122.66 ,125.7333,126.7526952,0.008310685, $8.58 ,8.564,8.121909524,-0.051525697,,,
13/10/2014, $123.87 ,128.99398,129.578481,0.004718664, $0.45 ,0.48894,0.479219048,-0.021766575," $4,303.82 ",4582.4074,4466.108857,-0.027022192, $120.84 ,125.16856,126.4245238,0.010393421, $8.10 ,8.598,8.149285714,-0.055396825,,,
20/10/2014, $128.00 ,128.03198,129.2241952,0.009314182, $0.46 ,0.48044,0.47857619,-0.004009917," $4,486.26 ",4559.6302,4477.260095,-0.018360533, $122.95 ,124.68998,126.1738381,0.012068989, $8.50 ,8.616,8.182485714,-0.051001681,,,
27/10/2014, $125.89 ,127.69198,128.6356238,0.007495781, $0.49 ,0.4698,0.478995238,0.018811862," $4,641.51 ",4500.314,4492.450905,-0.00169408, $124.10 ,123.71368,125.8752952,0.017418811, $8.45 ,8.532,8.215585714,-0.037445478,,,
03/11/2014, $126.71 ,126.89598,128.0794333,0.009339857, $0.52 ,0.46516,0.480128571,0.02894715," $4,654.19 ",4475.4518,4507.09119,0.006798052, $126.85 ,123.0341,125.6417,0.020556822, $8.44 ,8.486,8.246157143,-0.0284174,,,
10/11/2014, $129.78 ,126.33198,127.8746238,0.011886698, $0.50 ,0.46556,0.48067619,0.030004348," $4,703.11 ",4489.9806,4522.849476,0.006988761, $127.64 ,122.70868,125.557381,0.022318578, $8.27 ,8.44,8.259285714,-0.021851788,,,
17/11/2014, $133.36 ,126.8498,127.9141476,0.007981011, $0.51 ,0.47572,0.48272381,0.013631393," $4,751.60 ",4516.4058,4539.598619,0.004881052, $129.70 ,123.4792,125.5664952,0.016093752, $8.08 ,8.414,8.267857143,-0.018086987,,,
24/11/2014, $135.78 ,128.7478,128.2551,-0.003628664, $0.53 ,0.48422,0.485333333,0.002111385," $4,810.86 ",4557.7756,4555.071762,-0.000562028, $129.65 ,124.47466,125.6120714,0.008773067, $8.31 ,8.352,8.293095238,-0.007088419,,,
01/12/2014, $134.40 ,130.3038,128.4884333,-0.013507192, $0.53 ,0.49766,0.487714286,-0.018772583," $4,788.98 ",4647.333,4569.879286,-0.016173325, $126.68 ,126.24542,125.5277476,-0.005665198, $8.35 ,8.348,8.326428571,-0.002583405,,,
08/12/2014, $132.07 ,132.0058,128.5593857,-0.026095361, $0.53 ,0.51016,0.489680952,-0.038545168," $4,793.24 ",4712.2534,4586.132333,-0.026312284, $124.86 ,127.58544,125.287319,-0.018405243, $8.37 ,8.31,8.361666667,0.00617284,,,
15/12/2014, $127.42 ,133.0778,128.4360524,-0.036428721, $0.52 ,0.51836,0.491871429,-0.051354346," $4,782.13 ",4741.7466,4600.257667,-0.029587005, $123.00 ,128.1023,125.1437429,-0.024054131, $8.07 ,8.29,8.348333333,0.007228418,,,
22/12/2014, $132.33 ,132.606,128.8060524,-0.028715693, $0.53 ,0.5212,0.495333333,-0.049176172," $4,814.95 ",4769.5574,4616.395429,-0.031809644, $124.43 ,127.70508,125.1916048,-0.020199654, $8.20 ,8.276,8.346904762,0.008646922,,,
29/12/2014, $132.73 ,132.4,129.3180429,-0.023219748, $0.52 ,0.5236,0.497238095,-0.050940879," $4,813.72 ",4785.3626,4636.316095,-0.030962872, $123.71 ,126.77662,125.2257905,-0.012535633, $8.09 ,8.236,8.35047619,0.014150333,,,
05/01/2015, $132.26 ,131.79,129.678519,-0.015964622, $0.50 ,0.52604,0.498452381,-0.054650592," $4,744.71 ",4798.0328,4648.803857,-0.03145164, $119.69 ,125.72374,125.0001714,-0.006045173, $7.75 ,8.26,8.346190476,0.011121352,,,
12/01/2015, $133.91 ,131.362,129.9694714,-0.010398989, $0.51 ,0.52408,0.499366667,-0.04884058," $4,751.34 ",4798.604,4658.522571,-0.029482529, $116.44 ,124.53686,124.5170286,-0.000170316, $7.71 ,8.216,8.317142857,0.013118399,,,
20/01/2015, $136.21 ,131.73,130.3066143,-0.010449935, $0.52 ,0.51908,0.500857143,-0.03513856," $4,771.18 ",4789.7504,4667.613667,-0.025598831, $119.10 ,123.1394,124.1968333,0.008878876, $8.05 ,8.096,8.30047619,0.025400769,,,
26/01/2015, $148.25 ,133.488,131.3304238,-0.014553634, $0.52 ,0.51402,0.501533333,-0.024105534," $4,774.18 ",4781.37,4675.425048,-0.022191231, $118.40 ,121.45478,123.8800571,0.020483517, $8.13 ,7.964,8.283285714,0.039277367,,,
02/02/2015, $148.89 ,136.672,132.2928048,-0.029412286, $0.52 ,0.51458,0.502390476,-0.023540988," $4,787.19 ",4779.1806,4684.319714,-0.019815588, $118.45 ,120.6747,123.5336571,0.024136547, $7.88 ,7.96,8.252809524,0.037158569,,,
09/02/2015, $149.84 ,139.904,133.2518571,-0.044394944, $0.56 ,0.51298,0.505938095,-0.012518942," $4,893.84 ",4771.026,4697.808571,-0.014961153, $120.46 ,119.46866,123.2533429,0.031418768, $8.06 ,7.9458,8.220904762,0.034132104,,,
17/02/2015, $158.83 ,143.42002,134.6309048,-0.055336619, $0.56 ,0.51304,0.509533333,-0.006236291," $4,957.02 ",4765.7196,4716.29181,-0.009971277, $121.03 ,118.41578,123.0300048,0.038123503, $8.09 ,7.9038,8.192809524,0.035724292,,,
23/02/2015, $155.92 ,148.40402,135.8875714,-0.080274811, $0.56 ,0.52458,0.513914286,-0.019103912," $4,989.25 ",4795.5446,4738.538952,-0.011425697, $125.72 ,118.56892,123.1599048,0.036516462, $8.06 ,7.9658,8.16852381,0.025151837,,,
02/03/2015, $156.91 ,152.34602,137.3028143,-0.095871555, $0.57 ,0.53584,0.519209524,-0.029048867," $5,008.57 ",4836.6806,4762.934714,-0.014723949, $125.01 ,119.4878,123.2715762,0.030268781, $8.14 ,8.0418,8.147571429,0.012994033,,,
09/03/2015, $155.61 ,154.07802,138.8142429,-0.09808995, $0.58 ,0.54378,0.525680952,-0.031071326," $4,950.47 ",4880.2936,4793.727571,-0.01748644, $123.00 ,120.81346,123.3741286,0.020819155, $7.89 ,8.0438,8.137571429,0.011884845,,,
16/03/2015, $155.99 ,155.42202,140.1471,-0.097922431, $0.59 ,0.55468,0.531647619,-0.039031318," $5,042.14 ",4927.1708,4820.197952,-0.021215776, $123.73 ,122.13436,123.4115476,0.010322059, $7.95 ,8.046,8.111238095,0.008209148,,,
23/03/2015, $154.98 ,156.652,141.5323381,-0.097558794, $0.58 ,0.56762,0.535838095,-0.05510039," $5,032.48 ",4959.827,4838.815333,-0.024046139, $123.19 ,123.04366,123.3682476,0.002634911, $8.03 ,8.048,8.091238095,0.00538457,,,
30/03/2015, $153.17 ,155.882,142.7923381,-0.085458392, $0.54 ,0.57314,0.536904762,-0.067164482," $4,948.46 ",4989.4872,4852.828333,-0.027616455, $120.60 ,123.69856,123.0708429,-0.005204826, $7.75 ,8.0254,8.058380952,0.004255607,,,
06/04/2015, $154.96 ,155.332,143.9915905,-0.07318126, $0.57 ,0.57604,0.54002381,-0.063263992," $4,996.08 ",5004.5794,4866.779714,-0.027581539, $137.26 ,124.1293,123.5289143,-0.004374153, $8.10 ,8.0134,8.050285714,0.004553792,,,
13/04/2015, $155.50 ,154.94266,145.0458762,-0.063644912, $0.57 ,0.57228,0.542747619,-0.051720457," $5,024.25 ",4996.4212,4879.762905,-0.023219047, $134.91 ,123.10514,123.777319,0.004982333, $8.37 ,7.9514,8.064095238,0.013464186,,,
20/04/2015, $154.09 ,154.92066,145.917781,-0.058426108, $0.56 ,0.57164,0.544352381,-0.048641032," $5,100.37 ",4993.9246,4893.549095,-0.01968004, $131.32 ,125.55548,123.8570857,-0.012932934, $8.02 ,7.9434,8.050285714,0.013327396,,,
27/04/2015, $149.00 ,154.54066,146.613019,-0.053205644, $0.57 ,0.56934,0.546290476,-0.04040232," $5,119.83 ",5008.6814,4909.30381,-0.019410338, $130.89 ,127.93882,124.0576333,-0.029651734, $7.73 ,8.0394,8.020761905,-0.002411138,,,
04/05/2015, $145.94 ,153.34466,147.2734952,-0.041600416, $0.57 ,0.56352,0.548228571,-0.026733267," $5,043.62 ",5020.3282,4921.226762,-0.019648867, $132.14 ,129.4567,124.4040381,-0.038238113, $6.99 ,8.054,7.955047619,-0.014156278,,,
11/05/2015, $148.30 ,151.89866,148.267781,-0.024483338, $0.54 ,0.56226,0.549238095,-0.024249357," $5,062.65 ",5037.7982,4934.585,-0.020387172, $131.32 ,130.99772,124.800581,-0.047189979, $7.04 ,7.994,7.906,-0.0125,,,
18/05/2015, $147.77 ,150.566,149.003019,-0.01057712, $0.54 ,0.56876,0.549666667,-0.035688474," $5,103.84 ",5056.8308,4948.341524,-0.021256398, $133.00 ,133.3045,125.2085143,-0.060872897, $7.43 ,7.842,7.869095238,0.00364919,,,
26/05/2015, $145.29 ,149.02,149.6011143,0.003999685, $0.56 ,0.5623,0.551547619,-0.019304095," $5,111.54 ",5070.1448,4962.523429,-0.021054601, $132.23 ,132.11762,125.6141714,-0.049181923, $7.41 ,7.63,7.836714286,0.027896665,,,
01/06/2015, $145.06 ,147.26,150.2105905,0.020340623, $0.57 ,0.5551,0.554414286,-0.001213654," $5,114.61 ",5086.063,4980.137429,-0.020710411, $132.18 ,131.73476,126.208981,-0.041803501, $7.48 ,7.441,7.823857143,0.05118411,,,
08/06/2015, $143.98 ,146.4718,150.6901143,0.029297918, $0.56 ,0.5543,0.556914286,0.004680905," $5,101.39 ",5088.2962,4996.80681,-0.017934194, $132.47 ,131.91662,126.9724381,-0.037322524, $7.27 ,7.319,7.802904762,0.066561865,,,
15/06/2015, $146.53 ,146.0798,151.1815429,0.034817054, $0.55 ,0.5532,0.558552381,0.009678808," $5,143.32 ",5087.2516,5014.527381,-0.014139559, $131.18 ,132.17506,127.5478762,-0.035273654, $7.39 ,7.269,7.77147619,0.067994072,,,
22/06/2015, $146.45 ,145.7258,151.0958286,0.036668, $0.55 ,0.5505,0.560114286,0.01745513," $5,164.36 ",5098.8062,5033.107476,-0.012721554, $132.09 ,132.24206,128.1996619,-0.030603617, $7.38 ,7.325,7.735809524,0.055665247,,,
29/06/2015, $141.52 ,145.4618,150.7448762,0.037330951, $0.52 ,0.5537,0.560338095,0.012704488," $5,051.01 ",5114.9386,5045.670476,-0.013713723, $129.07 ,132.21334,128.7055905,-0.027176309, $6.98 ,7.395,7.692952381,0.042686588,,,
06/07/2015, $145.19 ,144.7078,150.5234429,0.040055395, $0.51 ,0.55686,0.557995238,0.002211646," $5,020.71 ",5127.043,5051.712,-0.015004059, $127.49 ,132.03148,129.0406,-0.023458894, $6.81 ,7.386,7.633428571,0.036333124,,,
13/07/2015, $148.80 ,144.734,150.045819,0.035697733, $0.50 ,0.54996,0.555257143,0.010493548," $5,210.16 ",5114.9372,5063.766571,-0.00982131, $130.80 ,131.39974,129.5055095,-0.01448225, $6.85 ,7.3,7.574380952,0.040055613,,,
20/07/2015, $149.18 ,145.69798,149.7248667,0.026993475, $0.50 ,0.53962,0.552661905,0.025887068," $5,231.94 ",5096.1578,5075.323381,-0.003982158, $130.22 ,130.46172,129.7197333,-0.005697842, $6.87 ,7.166,7.517714286,0.051195675,,,
27/07/2015, $144.92 ,146.22798,149.1539143,0.020189996, $0.51 ,0.52888,0.549471429,0.040734775," $5,155.02 ",5117.9116,5082.297143,-0.0069087, $125.83 ,130.1267,129.7591571,-0.00292086, $7.10 ,7.082,7.468190476,0.054393025,,,
03/08/2015, $145.60 ,145.92198,148.6772476,0.018923541, $0.58 ,0.51904,0.549557143,0.052228552," $5,175.26 ",5135.6368,5093.00181,-0.008238225, $126.01 ,129.93526,129.9027333,-0.000258126, $7.03 ,6.978,7.427004762,0.063914359,,,
10/08/2015, $146.77 ,146.73798,148.2382,0.010221571, $0.60 ,0.50998,0.549971429,0.066785953," $5,112.47 ",5133.7674,5096.351095,-0.007318633, $125.87 ,128.68424,130.0043286,0.010487939, $6.89 ,6.922,7.376671429,0.065990048,,,
17/08/2015, $145.21 ,147.05398,147.7731524,0.0049525, $0.59 ,0.52234,0.550480952,0.047899493," $5,092.69 ",5158.6186,5099.218429,-0.011663806, $125.58 ,128.07166,130.1182762,0.016297284, $6.65 ,6.93102,7.310957143,0.057133405,,,
24/08/2015, $135.50 ,146.3368,146.9317238,0.004390582, $0.57 ,0.53944,0.552019048,0.021999034," $4,836.78 ",5176.9714,5093.900619,-0.017174797, $120.46 ,127.74622,130.1114381,0.019634998, $6.37 ,6.94702,7.245242857,0.046816775,,,
31/08/2015, $132.70 ,143.6008,145.8715667,0.017112032, $0.57 ,0.55598,0.552028571,-0.006938417," $4,824.61 ",5153.4772,5085.735286,-0.014040904, $119.55 ,126.70292,129.268219,0.021457959, $6.36 ,6.90702,7.162385714,0.040151842,,,
08/09/2015, $136.25 ,141.1568,144.9549,0.027875963, $0.57 ,0.56958,0.552147619,-0.030396479," $4,862.88 ",5074.4456,5078.050952,0.000741403, $120.70 ,124.7503,128.5913667,0.031823622, $6.58 ,6.80702,7.076909524,0.041047836,,,
14/09/2015, $139.91 ,139.2868,144.2796619,0.03568624, $0.59 ,0.58238,0.553661905,-0.04844483," $4,960.87 ",5008.3648,5071.407952,0.012708089, $124.58 ,123.49354,128.2700286,0.038342242, $6.83 ,6.65902,7.020242857,0.05288768,,,
21/09/2015, $137.45 ,137.9148,143.7296619,0.042305289, $0.60 ,0.58022,0.555152381,-0.041654402," $4,881.46 ",4945.8878,5060.057,0.02338834, $121.80 ,122.43108,127.8370286,0.044384033, $6.70 ,6.569,6.971195238,0.06002914,,,
28/09/2015, $132.59 ,136.362,143.0939476,0.050772665, $0.62 ,0.57902,0.557438095,-0.034809524," $4,707.78 ",4915.567,5044.064333,0.027294706, $121.99 ,122.17264,127.3538857,0.04247243, $6.92 ,6.557,6.967861905,0.059373108,,,
05/10/2015, $140.24 ,135.78,142.7101333,0.049416274, $0.66 ,0.58188,0.563152381,-0.028504747," $4,841.38 ",4873.3202,5033.527381,0.033091236, $134.96 ,121.41648,127.5270857,0.045277027, $7.06 ,6.567,6.968814286,0.056914205,,,
12/10/2015, $141.07 ,137.28798,142.3910857,0.03617428, $0.70 ,0.59152,0.571152381,-0.028972431," $4,886.96 ",4847.5184,5023.199476,0.035948986, $139.70 ,121.72278,127.8461429,0.043832734, $7.09 ,6.677,6.95262381,0.038902443,,,
19/10/2015, $147.75 ,138.25198,142.5082286,0.028807097, $0.72 ,0.60902,0.578890476,-0.041875641," $5,048.55 ",4850.8716,5020.200286,0.033540037, $142.76 ,124.80486,128.3475143,0.024815229, $7.03 ,6.817,6.934528571,0.016718147,,,
26/10/2015, $149.60 ,139.81998,142.7244667,0.019415018, $0.72 ,0.63492,0.586128571,-0.068049412," $5,095.69 ",4855.6868,5019.299571,0.03210807, $141.95 ,128.60482,128.8124238,0.001462537, $7.47 ,6.919,6.934052381,0.002015044,,,
02/11/2015, $149.47 ,142.24998,142.9858952,0.004923498, $0.80 ,0.66026,0.597557143,-0.078525807," $5,163.47 ",4873.224,5022.255571,0.028862678, $143.34 ,132.24206,129.3297476,-0.020318137, $7.63 ,6.959,6.951195238,-0.001022905,,,
09/11/2015, $147.48 ,145.62598,143.0311333,-0.017594566, $0.79 ,0.6833,0.60872381,-0.094699924," $5,133.44 ",4916.0704,5021.785143,0.020593365, $147.88 ,136.27172,130.1251048,-0.041564295, $7.47 ,7.113,6.955004762,-0.021150634,,,
16/11/2015, $150.59 ,147.074,143.2280381,-0.025540139, $0.79 ,0.719,0.620080952,-0.125325032," $5,112.46 ",5007.2094,5019.313476,0.002367565, $148.31 ,140.54068,130.8976762,-0.065017971, $7.40 ,7.255,6.955957143,-0.040411197,,,
23/11/2015, $149.70 ,148.977,143.6175619,-0.03580119, $0.79 ,0.7451,0.632880952,-0.141816059," $5,134.35 ",5065.6212,5023.282095,-0.008246246, $147.74 ,143.12502,131.7864762,-0.076747335, $7.40 ,7.337,6.975957143,-0.048789575,,,
30/11/2015, $149.40 ,149.367,143.8180381,-0.037141646, $0.85 ,0.76236,0.648690476,-0.134472405," $5,176.77 ",5110.7218,5030.713714,-0.015455208, $146.06 ,144.84792,132.6707143,-0.083369259, $7.48 ,7.4,7.007861905,-0.052424879,,,
07/12/2015, $149.50 ,149.327,143.8513762,-0.036626246, $0.84 ,0.77672,0.664833333,-0.132598562," $5,139.78 ",5127.8808,5027.36219,-0.019556983, $148.03 ,145.84338,133.4911429,-0.083446571, $7.41 ,7.474,7.034528571,-0.059307885,,,
14/12/2015, $149.80 ,149.333,143.8809,-0.036395861, $0.84 ,0.80238,0.680795238,-0.144916284," $5,088.58 ",5144.0972,5020.53519,-0.024282242, $149.46 ,146.66654,134.4072905,-0.082022792, $7.13 ,7.476,7.046909524,-0.060180992,,,
21/12/2015, $144.07 ,149.797,143.8404238,-0.041345014, $0.83 ,0.81144,0.696319048,-0.138449732," $5,063.28 ",5139.3594,5016.166619,-0.024330647, $148.36 ,147.60456,135.48,-0.081723529, $7.24 ,7.432,7.05357619,-0.052268482,,,
28/12/2015, $148.00 ,148.494,143.9547095,-0.030670882, $0.85 ,0.82174,0.7089,-0.132987625," $5,116.99 ",5130.387,5013.391667,-0.022864093, $150.71 ,147.92044,136.6559476,-0.074744916, $7.23 ,7.364,7.063333333,-0.041585984,,,
04/01/2016, $141.70 ,148.154,143.713281,-0.031338878, $0.84 ,0.83018,0.720195238,-0.13156072," $4,926.73 ",5120.5506,5004.546952,-0.023545755, $147.60 ,147.93,137.6906,-0.069374979, $7.43 ,7.332,7.089047619,-0.03269884,,,
11/01/2016, $132.88 ,146.614,143.1259476,-0.026249642, $0.77 ,0.84162,0.728671429,-0.147548754," $4,714.80 ",5117.0788,4986.552,-0.027684495, $143.19 ,148.52344,138.5292571,-0.069795679, $7.55 ,7.298,7.131904762,-0.021999369,,,
19/01/2016, $127.22 ,143.29,142.7316619,-0.00438876, $0.72 ,0.83976,0.735538095,-0.145561319," $4,591.18 ",5067.071,4974.856571,-0.020085126, $138.74 ,148.82974,139.3998238,-0.067967671, $7.31 ,7.288,7.176666667,-0.015230278,,,
25/01/2016, $128.15 ,138.774,142.5149952,0.029192316, $0.73 ,0.8241,0.743352381,-0.110070364," $4,613.95 ",4982.0744,4964.82519,-0.003738488, $139.32 ,147.863,140.3410381,-0.053992283, $7.30 ,7.316,7.221428571,-0.01295499,,,
01/02/2016, $124.91 ,135.59,141.9749952,0.051116766, $0.74 ,0.7995,0.751104762,-0.065727608," $4,636.93 ",4882.5954,4954.065619,0.015413269, $140.99 ,145.71894,141.307319,-0.0312902, $6.40 ,7.352,7.213095238,-0.021703869,,,
08/02/2016, $121.33 ,130.972,141.0902333,0.083394324, $0.66 ,0.77992,0.754485714,-0.038316188," $4,369.62 ",4792.7308,4925.910952,0.030478658, $137.35 ,143.9099,141.9158048,-0.014518, $6.01 ,7.364,7.174047619,-0.031606053,,,
16/02/2016, $118.23 ,126.898,140.1749952,0.112298023, $0.77 ,0.75748,0.762704762,0.006746852," $4,548.47 ",4696.7184,4910.054476,0.046902801, $141.71 ,141.96684,142.8638524,0.006329987, $6.19 ,7.198,7.149761905,-0.007792907,,,
22/02/2016, $119.45 ,123.968,139.549281,0.130441866, $0.80 ,0.72304,0.771414286,0.060249453," $4,618.85 ",4585.2958,4905.819857,0.069394805, $141.47 ,139.9185,143.7913905,0.027376229, $6.22 ,6.914,7.116428571,0.032544786,,,
29/02/2016, $122.23 ,122.414,138.6916667,0.133172434, $0.83 ,0.72482,0.779485714,0.066141215," $4,746.65 ",4552.0306,4901.308952,0.073584196, $146.40 ,139.62178,144.3360619,0.032201709, $6.19 ,6.642,7.075,0.069951535,,,
07/03/2016, $125.50 ,121.23,137.9502381,0.133228989, $0.81 ,0.7422,0.784809524,0.052294457," $4,748.79 ",4557.5642,4894.729762,0.07100028, $146.35 ,140.16736,144.6528381,0.030648833, $6.15 ,6.424,7.03047619,0.098614015,,,
14/03/2016, $134.68 ,121.348,137.3278571,0.118650558, $0.86 ,0.76078,0.79132381,0.035669519," $4,804.58 ",4584.1034,4883.111857,0.062234073, $149.08 ,141.58396,144.9536619,0.022603525, $6.16 ,6.202,6.989047619,0.127767471,,,
21/03/2016, $136.78 ,124.018,136.717381,0.092845306, $0.87 ,0.77648,0.798466667,0.025359477," $4,835.60 ",4606.4762,4870.726571,0.054646874, $149.51 ,142.656,145.3137381,0.017776407, $6.12 ,6.152,6.924761905,0.126268285,,,
