,BA,,,,Nividia,,,0, .IXIC,,,,GE,,,, NOK,,,,,36526,45809
Date,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,High,5-day Average,20-day Average,Porportional Diffrence,,,
04/02/2002, $41.90 ,40.878,38.16047619,-0.06485737, $0.55 ,0.5769,0.46887619,-0.197737158," $1,907.58 ",2031.568,1889.02381,-0.074725144, $181.14 ,193.36666,189.5482524,-0.021079998, $22.50 ,24.13216,22.12681905,-0.089131018,,,
11/02/2002, $45.01 ,41.178,38.46095238,-0.060365421, $0.53 ,0.57374,0.479852381,-0.175885386," $1,877.74 ",2022.834,1900.86381,-0.064955846, $185.93 ,190.7153,189.924281,-0.004254403, $22.36 ,23.79132,22.42543333,-0.061099282,,,
19/02/2002, $45.10 ,41.802,38.95857143,-0.063047197, $0.47 ,0.5619,0.489995238,-0.15150603," $1,791.01 ",1988.772,1913.372381,-0.042098938, $184.06 ,187.37384,190.1886429,0.015292606, $20.18 ,23.10964,22.5891,-0.025792418,,,
25/02/2002, $47.84 ,42.898,39.45,-0.072073579, $0.47 ,0.55074,0.499,-0.109898046," $1,802.89 ",1944.544,1921.054762,-0.013028658, $189.76 ,185.45952,190.4051429,0.026062776, $20.56 ,22.5103,22.77920952,0.013082248,,,
04/03/2002, $50.00 ,44.3,40.03857143,-0.085228571, $0.50 ,0.5367,0.506933333,-0.05904913," $1,935.09 ",1899.062,1931.89619,0.016967785, $200.24 ,184.95222,190.9407,0.029906647, $23.21 ,22.15222,22.99530952,0.036328635,,,
11/03/2002, $51.07 ,45.97,40.76809524,-0.101858327, $0.49 ,0.51902,0.512090476,-0.014264149," $1,946.23 ",1867.654,1941.049524,0.037711639, $198.76 ,185.14364,191.4603048,0.031781082, $22.73 ,21.66204,23.14393333,0.065199499,,,
18/03/2002, $48.44 ,47.804,41.26047619,-0.135085132, $0.46 ,0.50592,0.513857143,0.017352739," $1,893.26 ",1862.862,1945.83,0.043822824, $194.07 ,188.22572,191.8181048,0.018511207, $21.82 ,21.7597,23.1722,0.064736859,,,
25/03/2002, $48.72 ,48.49,41.87095238,-0.135858941, $0.40 ,0.49382,0.514119048,0.050332377," $1,863.05 ",1870.592,1950.357619,0.042814535, $182.96 ,191.74904,191.6996,-0.00027022, $20.49 ,21.80566,23.15624286,0.065919713,,,
01/04/2002, $49.85 ,49.214,42.54238095,-0.133833883, $0.37 ,0.47854,0.51072381,0.086422689," $1,865.37 ",1873.696,1949.261429,0.040509619, $180.90 ,193.37622,191.0888381,-0.012644147, $20.15 ,21.69844,23.04272381,0.066703244,,,
08/04/2002, $50.05 ,49.616,43.25857143,-0.12702155, $0.37 ,0.46428,0.506085714,0.113233246," $1,795.62 ",1888.104,1943.221905,0.030695751, $178.80 ,193.15608,190.1225571,-0.016966144, $18.81 ,21.75972,22.79243333,0.054893894,,,
15/04/2002, $48.98 ,49.626,43.89333333,-0.117040969, $0.34 ,0.4446,0.501080952,0.165779138," $1,832.01 ",1900.6,1938.331905,0.020595905, $163.44 ,191.38534,188.3859857,-0.018351847, $20.06 ,21.6793,22.59685238,0.045746099,,,
22/04/2002, $43.77 ,49.208,44.25142857,-0.113241294, $0.32 ,0.41762,0.494128571,0.24257632," $1,779.18 ",1872.706,1929.479048,0.031909671, $162.62 ,187.09724,186.6083905,-0.003006039, $16.03 ,20.80042,22.20933333,0.087909834,,,
29/04/2002, $45.73 ,48.274,44.64095238,-0.079445607, $0.31 ,0.3886,0.483733333,0.310588747," $1,697.03 ",1849.862,1911.92381,0.036570838, $152.67 ,180.03336,185.1270619,0.033364568, $15.98 ,20.2662,21.80312381,0.09618398,,,
06/05/2002, $45.24 ,47.676,44.97190476,-0.05977222, $0.31 ,0.3602,0.4721,0.36652473," $1,696.35 ",1827.046,1895.724286,0.040485917, $158.03 ,173.74478,183.9579524,0.064628837, $15.93 ,19.10774,21.3718381,0.142118127,,,
13/05/2002, $45.74 ,46.754,45.28333333,-0.032152747, $0.33 ,0.3408,0.46032381,0.365181208," $1,759.33 ",1793.842,1883.744286,0.051100297, $160.09 ,167.68592,182.1484524,0.090342268, $16.16 ,18.20588,20.96836667,0.170936437,,,
20/05/2002, $46.03 ,45.892,45.61238095,-0.006074713, $0.34 ,0.32738,0.448580952,0.357735987," $1,726.89 ",1760.038,1870.609524,0.06402928, $158.89 ,163.11066,180.2819762,0.108070805, $15.81 ,17.36146,20.55805238,0.202231497,,,
28/05/2002, $44.19 ,45.302,45.79285714,0.011107878, $0.29 ,0.319,0.433780952,0.38948406," $1,671.35 ",1752.78,1851.250476,0.05891673, $157.17 ,159.36814,178.3448524,0.120742654, $13.83 ,16.83106,19.98315714,0.227844875,,,
03/06/2002, $43.87 ,45.386,45.88714286,0.011423361, $0.28 ,0.31862,0.4189,0.361891014," $1,621.50 ",1731.756,1828.518095,0.059674434, $149.08 ,158.45882,176.1342571,0.11856455, $13.40 ,15.98088,19.41419048,0.256148384,,,
10/06/2002, $43.99 ,45.014,46.0952381,0.024579179, $0.28 ,0.31448,0.406309524,0.327494735," $1,551.80 ",1710.19,1806.298095,0.0619333, $145.73 ,157.36764,174.188019,0.115422714, $12.97 ,15.5424,18.9856381,0.265421855,,,
17/06/2002, $44.49 ,44.764,46.26952381,0.0338396, $0.24 ,0.30864,0.391261905,0.339728227," $1,567.99 ",1695.084,1787.634286,0.059024793, $150.28 ,156.64976,172.3534524,0.10449963, $12.85 ,15.02732,18.50192857,0.270433331,,,
24/06/2002, $45.09 ,44.514,46.43333333,0.042566718, $0.20 ,0.30366,0.373580952,0.352601878," $1,486.25 ",1666.174,1765.12,0.066574264, $144.77 ,154.18984,170.4459571,0.112288258, $14.14 ,14.43564,18.09344286,0.25867015,,,
01/07/2002, $45.28 ,44.326,46.59428571,0.050094649, $0.16 ,0.28684,0.355104762,0.431236651," $1,459.84 ",1627.906,1743.799048,0.0793875, $142.38 ,152.22766,168.600219,0.114993279, $14.50 ,13.77312,17.71276667,0.271613603,,,
08/07/2002, $45.09 ,44.544,46.59809524,0.04555545, $0.18 ,0.25874,0.338052381,0.451407974," $1,452.56 ",1579.778,1723.552381,0.098979995, $143.24 ,149.40402,166.567381,0.119822486, $14.89 ,13.43996,17.3571619,0.263120195,,,
15/07/2002, $43.19 ,44.788,46.50714286,0.039804187, $0.19 ,0.23146,0.324719048,0.479234572," $1,426.28 ",1537.476,1706.184286,0.11828553, $137.07 ,146.44638,164.3294381,0.130470226, $13.94 ,13.574,17.05991429,0.250070969,,,
22/07/2002, $42.94 ,44.628,46.27380952,0.038328121, $0.15 ,0.21118,0.309666667,0.636630037," $1,332.10 ",1503.688,1683.765714,0.13518333, $133.43 ,145.27864,161.6470952,0.122675487, $12.59 ,13.87078,16.68060476,0.223182637,,,
29/07/2002, $42.99 ,44.318,45.94,0.037729705, $0.14 ,0.19402,0.2924,0.695265018," $1,354.48 ",1478.584,1656.117619,0.131071422, $154.53 ,143.54618,159.470681,0.103048259, $12.28 ,14.06418,16.16041905,0.170656255,,,
05/08/2002, $41.65 ,43.898,45.49142857,0.038257589, $0.08 ,0.17632,0.273068095,1.211926534," $1,322.07 ",1431.406,1626.395714,0.147488192, $155.78 ,140.17694,157.4241714,0.110716166, $12.78 ,14.01248,15.68673333,0.130993438,,,
12/08/2002, $40.65 ,43.172,45.12047619,0.047932994, $0.09 ,0.16496,0.255671905,0.985142319," $1,368.69 ",1405.052,1601.41619,0.143468711, $155.11 ,142.12956,155.5690905,0.086645884, $13.36 ,13.641,15.28371429,0.122997244,,,
19/08/2002, $38.65 ,42.284,44.64095238,0.06098195, $0.11 ,0.149266,0.241805238,0.825506138," $1,426.76 ",1377.498,1580.640476,0.142380272, $157.84 ,144.80964,154.3726333,0.060587895, $14.16 ,13.29632,14.9823619,0.119071597,,,
26/08/2002, $37.85 ,41.376,44.06952381,0.071163113, $0.10 ,0.132542,0.228770476,0.975255662," $1,396.40 ",1360.724,1558.308571,0.141495683, $156.74 ,147.1834,153.2217524,0.03852565, $13.94 ,12.98996,14.68648095,0.121704266,,,
03/09/2002, $37.65 ,40.358,43.47904762,0.082896351, $0.08 ,0.116042,0.215098095,1.206823772," $1,304.02 ",1360.82,1534.899048,0.133494155, $141.28 ,151.3375,151.4350429,0.000690434, $13.59 ,13.034,14.43755714,0.103312881,,,
09/09/2002, $37.80 ,39.29,42.94666667,0.096737213, $0.10 ,0.104836,0.203596667,0.995872408," $1,347.27 ",1373.68,1511.81619,0.102530443, $142.14 ,155.9989,150.4209,-0.039243248, $14.39 ,13.30398,14.1676619,0.060020842,,,
16/09/2002, $37.60 ,38.52,42.65280952,0.10991807, $0.09 ,0.092952,0.19278,1.131195467," $1,298.50 ",1363.588,1488.926667,0.096525735, $138.50 ,153.34756,149.2723,-0.029423856, $13.23 ,13.5644,14.0345381,0.035532536,,,
23/09/2002, $36.59 ,37.9098,42.21757143,0.11773084, $0.08 ,0.09682,0.18202381,1.059485321," $1,239.62 ",1368.628,1467.145238,0.07947374, $134.08 ,150.61962,148.3871476,-0.016650326, $13.71 ,13.8861,13.92648571,0.002945734,,,
30/09/2002, $36.02 ,37.4978,41.77852381,0.118842971, $0.08 ,0.096054,0.171275238,0.945227923," $1,222.72 ",1354.59,1444.591429,0.073607554, $125.39 ,147.29826,146.8328905,-0.003711415, $13.96 ,13.8612,13.83256667,-0.002051275,,,
07/10/2002, $33.01 ,37.1318,41.17233333,0.122403312, $0.07 ,0.089718,0.159240952,0.932192979," $1,220.12 ",1317.162,1418.914762,0.0833957, $119.22 ,142.54688,144.8866524,0.019626493, $14.07 ,13.7712,13.73317619,-0.002701764,,,
14/10/2002, $32.52 ,36.2038,40.529,0.13300123, $0.08 ,0.0859,0.147012381,0.745272938," $1,288.08 ",1282.426,1398.019048,0.089740581, $128.98 ,136.27744,143.4623,0.055706046, $16.02 ,13.77502,13.74320952,-0.001986007,,,
21/10/2002, $31.20 ,35.1478,39.91042857,0.152648352, $0.09 ,0.0844,0.137487143,0.560759933," $1,331.33 ",1265.646,1381.827619,0.087267333, $130.22 ,131.8649,142.1792429,0.079205596, $16.29 ,13.87266,13.86037619,-0.000753844,,,
28/10/2002, $30.80 ,33.868,39.28804762,0.175975572, $0.12 ,0.080966,0.12995381,0.412008491," $1,360.83 ",1253.808,1369.414762,0.084953126, $128.74 ,129.2327,141.210681,0.093040955, $16.56 ,14.19818,14.01077619,-0.011315289,,,
04/11/2002, $34.43 ,32.71,38.83280952,0.177833562, $0.14 ,0.08225,0.12315381,0.297266058," $1,420.03 ",1260.374,1363.14,0.072368894, $129.17 ,127.5768,140.4221571,0.099445745, $17.42 ,14.81092,14.22277143,-0.033753921,,,
11/11/2002, $33.21 ,32.392,38.29566667,0.177767741, $0.12 ,0.089946,0.117091905,0.234218333," $1,413.53 ",1284.616,1355.784762,0.05034825, $119.41 ,126.5086,138.9522238,0.104212282, $17.52 ,15.38134,14.44525238,-0.053428439,,,
18/11/2002, $34.43 ,32.432,37.78804762,0.155563393, $0.14 ,0.10155,0.114349048,0.090966934," $1,475.35 ",1324.078,1355.265714,0.021139197, $128.69 ,127.26476,138.1864952,0.084867902, $18.41 ,16.0745,14.64858095,-0.077450561,,,
25/11/2002, $35.14 ,32.814,37.30519048,0.127808494, $0.15 ,0.109814,0.113868095,0.027355568," $1,497.44 ",1362.76,1357.05619,-0.00380904, $131.13 ,127.30306,137.6509381,0.078912102, $18.90 ,16.76384,14.8578381,-0.100851998,,,
02/12/2002, $34.88 ,33.602,36.819,0.092230505, $0.15 ,0.121554,0.11275381,-0.057781947," $1,521.44 ",1400.214,1360.33619,-0.02621057, $133.91 ,127.24564,137.2065381,0.074386409, $19.57 ,17.24252,15.08077619,-0.110466642,,,
09/12/2002, $33.25 ,34.418,36.34566667,0.057974937, $0.12 ,0.13226,0.109320476,-0.187261419," $1,411.69 ",1433.436,1359.641429,-0.052273921, $127.88 ,127.4275,136.7689762,0.073050251, $17.97 ,17.76334,15.27270952,-0.138597045,,,
16/12/2002, $32.94 ,34.182,35.86947619,0.051228785, $0.12 ,0.13894,0.10780619,-0.253326359," $1,408.16 ",1465.558,1363.263333,-0.072644207, $127.49 ,128.46124,136.4863857,0.062945035, $16.97 ,18.36478,15.48150952,-0.169857933,,,
23/12/2002, $33.28 ,34.128,35.40709524,0.038434352, $0.11 ,0.13592,0.106320476,-0.268354704," $1,392.58 ",1463.89,1365.077619,-0.070956341, $124.43 ,128.20282,135.052919,0.055051121, $15.61 ,18.47392,15.63970952,-0.181614964,,,
30/12/2002, $34.44 ,33.898,35.0637619,0.033849068, $0.11 ,0.13732,0.107580952,-0.279765265," $1,389.44 ",1462.816,1368.285714,-0.06803481, $122.52 ,129.82042,133.4690333,0.029780417, $16.21 ,18.36476,15.80292381,-0.158053156,,,
06/01/2003, $34.56 ,33.758,34.7737619,0.029391259, $0.12 ,0.13124,0.108705714,-0.194764786," $1,457.45 ",1446.262,1372.512381,-0.050601818, $125.68 ,128.96854,132.0674714,0.02465812, $16.52 ,17.80374,15.95337143,-0.112041015,,,
13/01/2003, $34.59 ,33.694,34.58042857,0.025626729, $0.11 ,0.12286,0.108505714,-0.133033232," $1,467.35 ",1424.662,1374.445238,-0.034222757, $124.34 ,127.24564,130.4721952,0.025950311, $16.17 ,17.26568,16.04910952,-0.075234408,,,
21/01/2003, $33.31 ,33.962,34.3642381,0.012075596, $0.09 ,0.11554,0.108247143,-0.078215971," $1,393.67 ",1411.864,1374.315238,-0.026942362, $119.79 ,125.59932,128.7128333,0.025991581, $14.79 ,16.65486,16.0896381,-0.038214424,,,
27/01/2003, $32.22 ,34.036,34.10566667,0.002162218, $0.09 ,0.11262,0.10866,-0.043636364," $1,363.31 ",1422.996,1377.138571,-0.033636831, $113.71 ,124.89102,127.4001476,0.022065772, $14.27 ,16.29488,16.1224619,-0.012078495,,,
03/02/2003, $31.63 ,33.824,33.81185714,-0.000383903, $0.09 ,0.106688,0.108247143,0.017228098," $1,335.76 ",1420.098,1376.590476,-0.032571363, $113.66 ,123.34998,126.0441667,0.023703182, $13.93 ,15.85812,16.10057619,0.017405201,,,
10/02/2003, $30.51 ,33.262,33.47428571,0.006957906, $0.10 ,0.102778,0.108825714,0.060236198," $1,315.04 ",1414.244,1377.378095,-0.028034056, $109.21 ,121.20592,124.6494381,0.03153041, $13.79 ,15.59196,16.12701905,0.038810361,,,
18/02/2003, $30.80 ,32.452,33.19857143,0.024239332, $0.11 ,0.099618,0.110248571,0.096378707," $1,352.07 ",1403.508,1382.732857,-0.015365434, $114.91 ,119.43518,123.7364857,0.03743267, $13.87 ,15.13624,16.13442857,0.07199081,,,
24/02/2003, $29.64 ,31.694,32.8947619,0.040511535, $0.11 ,0.096558,0.111811429,0.13570666," $1,343.09 ",1375.026,1388.464762,0.010005854, $115.82 ,116.14252,123.2806952,0.061633172, $13.31 ,14.59052,16.10342857,0.113685851,,,
03/03/2003, $27.82 ,30.96,32.64761905,0.060662079, $0.11 ,0.097038,0.113417143,0.151238623," $1,353.31 ",1351.97,1394.807143,0.031653607, $117.25 ,114.2569,123.1872571,0.076163274, $13.19 ,14.12954,16.06148571,0.14643829,,,
10/03/2003, $26.25 ,30.08,32.34904762,0.086439909, $0.12 ,0.10087,0.115069524,0.12167544," $1,352.84 ",1341.854,1397.890952,0.041421715, $122.85 ,113.46246,122.8955476,0.076784035, $13.88 ,13.83294,15.95981905,0.153207973,,,
17/03/2003, $28.42 ,29.004,32.21666667,0.113042458, $0.12 ,0.10438,0.116447143,0.097630606," $1,425.73 ",1339.854,1402.38619,0.04385977, $134.00 ,114.17076,123.0755857,0.066452336, $15.19 ,13.61656,15.90739048,0.150773039,,,
24/03/2003, $27.80 ,28.586,32.07380952,0.125460774, $0.12 ,0.10962,0.116599524,0.057162357," $1,400.14 ",1343.27,1404.258095,0.043558569, $133.76 ,116.0085,123.3148762,0.054621435, $14.51 ,13.607,15.80987143,0.15177458,,,
31/03/2003, $27.10 ,27.986,31.7247619,0.137961694, $0.12 ,0.11426,0.115604286,0.011519158," $1,412.08 ",1365.408,1403.879524,0.027244578, $133.52 ,120.96662,123.5222619,0.019139858, $14.59 ,13.88848,15.67492381,0.122437156,,,
07/04/2003, $28.05 ,27.478,31.47904762,0.142639844, $0.12 ,0.11662,0.115799524,-0.006837302," $1,430.11 ",1375.022,1404.669048,0.020730606, $137.31 ,124.73784,124.3745952,-0.002645522, $15.05 ,14.0182,15.5573,0.102263742,,,
14/04/2003, $27.46 ,27.524,31.14714286,0.131942566, $0.11 ,0.11748,0.114556667,-0.025509017," $1,425.50 ",1388.82,1402.295238,0.009452991, $136.54 ,128.27934,124.7483429,-0.02586059, $15.53 ,14.27478,15.42007619,0.073752089,,,
21/04/2003, $28.66 ,27.766,30.83857143,0.107207656, $0.12 ,0.11982,0.11329,-0.053700658," $1,468.08 ",1404.18,1400.897143,-0.002236157, $141.18 ,132.28988,125.2269286,-0.05002728, $16.42 ,14.64626,15.302,0.039936904,,,
28/04/2003, $28.77 ,27.814,30.54761905,0.095016303, $0.13 ,0.1194,0.112385238,-0.05262387," $1,504.22 ",1418.712,1400.077143,-0.012388385, $142.52 ,135.02738,125.6371429,-0.065886229, $16.26 ,14.9756,15.14425714,0.010374687,,,
05/05/2003, $29.10 ,28.008,30.35,0.0804811, $0.18 ,0.119,0.115094762,-0.021768328," $1,531.82 ",1427.182,1405.797619,-0.013960113, $140.42 ,136.46314,126.2342286,-0.072847089, $16.60 ,15.2207,15.07906667,-0.00853146,,,
12/05/2003, $30.76 ,28.408,30.24619048,0.059759118, $0.18 ,0.12124,0.117932857,-0.018121331," $1,552.98 ",1447.998,1412.69381,-0.022733191, $139.12 ,138.21476,126.788019,-0.08213344, $17.10 ,15.5692,15.08499524,-0.028317558,,,
19/05/2003, $30.61 ,28.95,30.11904762,0.03819169, $0.18 ,0.13378,0.121170952,-0.070718158," $1,536.04 ",1471.946,1419.525238,-0.034127211, $133.96 ,139.59308,127.2419857,-0.092196495, $16.58 ,15.97132,15.13149524,-0.050646466,,,
27/05/2003, $30.86 ,29.58,29.94857143,0.011943339, $0.22 ,0.14628,0.126675714,-0.088347389," $1,599.92 ",1496.52,1429.548095,-0.041859533, $138.55 ,139.9568,128.0054429,-0.086260371, $17.44 ,16.38108,15.19030952,-0.06826325,,,
02/06/2003, $35.18 ,30.02,29.97809524,-0.001191153, $0.23 ,0.15902,0.132180476,-0.116037716," $1,684.06 ",1518.628,1440.339048,-0.04648822, $146.06 ,139.44184,128.976281,-0.071650748, $17.95 ,16.5917,15.25869524,-0.074257139,,,
09/06/2003, $35.94 ,31.302,30.04238095,-0.035047831, $0.22 ,0.17908,0.137480476,-0.189778849," $1,661.12 ",1544.996,1449.56619,-0.057449076, $149.32 ,138.9154,130.1659,-0.058596458, $17.20 ,16.79658,15.30793333,-0.08652709,,,
16/06/2003, $37.36 ,32.67,30.2352381,-0.065170287, $0.22 ,0.19868,0.143345238,-0.255705924," $1,686.10 ",1580.964,1463.491429,-0.069671177, $151.52 ,139.6237,131.6768571,-0.052447692, $17.43 ,17.1355,15.43380952,-0.097606456,,,
23/06/2003, $35.20 ,33.99,30.37714286,-0.102637987, $0.20 ,0.20664,0.148461905,-0.293532267," $1,653.74 ",1606.824,1477.321429,-0.078308907, $144.84 ,141.40404,133.1593238,-0.056921705, $16.58 ,17.25612,15.54368095,-0.103270337,,,
30/06/2003, $34.93 ,34.908,30.53428571,-0.125213693, $0.20 ,0.21342,0.153828571,-0.293264904," $1,683.77 ",1633.448,1493.893333,-0.082882262, $138.74 ,143.8831,134.3535,-0.068686158, $16.03 ,17.32314,15.64352381,-0.104800471,,,
07/07/2003, $35.55 ,35.722,30.77428571,-0.139176211, $0.21 ,0.2174,0.159266667,-0.270891581," $1,758.18 ",1656.988,1514.995238,-0.08076122, $141.18 ,146.05874,135.8758524,-0.072125962, $17.70 ,17.32314,15.82999048,-0.08434777,,,
14/07/2003, $35.43 ,35.796,30.9947619,-0.135513353, $0.21 ,0.21366,0.164014286,-0.236408163," $1,776.10 ",1673.758,1535.187143,-0.078019738, $137.54 ,146.09702,136.9538,-0.066474535, $17.35 ,17.03974,15.99582381,-0.060175017,,,
21/07/2003, $33.25 ,35.694,31.16666667,-0.136160401, $0.18 ,0.21032,0.167438095,-0.23267447," $1,740.80 ",1688.582,1554.125714,-0.077238216, $136.35 ,145.12072,137.9314762,-0.052727051, $14.70 ,16.98996,16.06192857,-0.063148573,,,
28/07/2003, $33.40 ,34.872,31.43238095,-0.102982606, $0.18 ,0.20848,0.17072381,-0.212950877," $1,757.37 ",1711.578,1573.366667,-0.07864669, $138.69 ,142.76608,138.9524524,-0.027496841, $15.08 ,17.01868,16.15174286,-0.057493013,,,
04/08/2003, $32.65 ,34.512,31.73714286,-0.084987968, $0.18 ,0.20206,0.173685714,-0.158604168," $1,723.27 ",1722.518,1591.00619,-0.076315267, $136.87 ,139.73186,139.6201905,-0.000815852, $14.45 ,16.47104,16.1786381,-0.020239488,,,
11/08/2003, $33.15 ,34.056,31.96238095,-0.063155929, $0.14 ,0.19788,0.174566667,-0.164062867," $1,705.33 ",1743.244,1604.320476,-0.081464305, $138.67 ,138.5019,139.8423905,0.009666808, $14.36 ,16.17042,16.13897619,-0.002189528,,,
18/08/2003, $36.28 ,33.576,32.36619048,-0.033346459, $0.16 ,0.19302,0.176480952,-0.101904175," $1,812.49 ",1751.144,1623.95619,-0.070172972, $145.44 ,138.1286,140.3984619,0.015606711, $15.31 ,15.85448,16.17681905,0.021055801,,,
25/08/2003, $37.46 ,33.746,32.85952381,-0.023664607, $0.16 ,0.17852,0.178342857,-0.001136989," $1,813.82 ",1740.574,1643.086667,-0.053746972, $143.34 ,137.62608,140.8656524,0.02260131, $15.84 ,15.18622,16.23654286,0.066287756,,,
02/09/2003, $38.90 ,34.588,33.37619048,-0.031151916, $0.16 ,0.16898,0.180209524,0.07053721," $1,879.70 ",1747.852,1664.495714,-0.044345526, $150.04 ,139.20542,141.4718571,0.015105976, $16.16 ,14.77838,16.28942857,0.093500274,,,
08/09/2003, $37.59 ,35.688,33.85857143,-0.048667959, $0.18 ,0.16328,0.183271429,0.111746387," $1,888.65 ",1762.456,1686.550476,-0.04019036, $151.47 ,140.60288,142.1828952,0.010431106, $16.37 ,15.00816,16.32954762,0.080712679,,,
15/09/2003, $36.60 ,36.676,34.23666667,-0.066648452, $0.17 ,0.15966,0.185561905,0.152633499," $1,913.74 ",1786.922,1707.772381,-0.041358606, $155.16 ,142.87138,142.8483524,-0.000148415, $15.48 ,15.22454,16.28486667,0.068491688,,,
22/09/2003, $35.45 ,37.366,34.5547619,-0.079301498, $0.16 ,0.15966,0.186947619,0.168027211," $1,904.13 ",1819.998,1726.815714,-0.048936935, $152.67 ,145.79074,143.3314952,-0.016108449, $15.08 ,15.60942,16.22879048,0.041075037,,,
29/09/2003, $36.32 ,37.2,34.89857143,-0.063365324, $0.14 ,0.16518,0.185228571,0.13990629," $1,891.62 ",1861.68,1743.949048,-0.062238162, $149.80 ,149.08818,143.7781762,-0.035448117, $16.31 ,15.83344,16.21510952,0.023395214,,,
06/10/2003, $37.26 ,36.972,35.20809524,-0.047340439, $0.14 ,0.1652,0.183314286,0.127296456," $1,936.93 ",1880.008,1762.232381,-0.060805305, $153.10 ,150.5335,144.4436333,-0.03977739, $16.61 ,15.78748,16.19185714,0.02434423,,,
13/10/2003, $37.75 ,36.644,35.54809524,-0.02903059, $0.15 ,0.1627,0.181861905,0.129647529," $1,966.87 ",1895.568,1782.748095,-0.057360123, $143.43 ,151.82568,144.8944143,-0.048324638, $16.71 ,15.8813,16.19778571,0.018943754,,,
20/10/2003, $37.61 ,36.676,35.86952381,-0.021443132, $0.15 ,0.15932,0.178390476,0.127989773," $1,944.34 ",1907.014,1799.149048,-0.055476384, $138.79 ,152.43826,144.9058095,-0.054272637, $16.52 ,15.97128,16.15401905,0.011058539,,,
27/10/2003, $39.21 ,36.878,36.06142857,-0.020825591, $0.16 ,0.1531,0.174819048,0.138957438," $1,957.53 ",1922.658,1812.171429,-0.056441828, $139.99 ,150.83022,144.616381,-0.044389162, $16.52 ,16.0383,16.08609048,0.002892063,,,
03/11/2003, $39.25 ,37.63,36.21904762,-0.035947831, $0.18 ,0.14896,0.173133333,0.131519768," $1,992.27 ",1928.778,1827.940476,-0.050614387, $140.03 ,147.55672,144.1742619,-0.024154652, $17.01 ,16.24702,16.07697143,-0.009995272,,,
10/11/2003, $40.15 ,38.216,36.35190476,-0.046428275, $0.18 ,0.14774,0.171604762,0.12948867," $1,977.79 ",1939.458,1841.830476,-0.049361926, $140.27 ,145.02022,143.6387048,-0.009848782, $17.40 ,16.53616,16.07514762,-0.026501209,,,
17/11/2003, $39.97 ,38.794,36.57904762,-0.055415371, $0.17 ,0.15584,0.170380952,0.084295376," $1,926.00 ",1959.588,1854.795238,-0.054409534, $143.34 ,143.0676,143.566919,0.003483566, $17.08 ,16.67594,16.09885714,-0.033787053,,,
24/11/2003, $39.05 ,39.238,36.7752381,-0.063066886, $0.18 ,0.16424,0.169328571,0.02809813," $1,963.06 ",1967.76,1868.094762,-0.050770347, $139.41 ,140.5024,143.5988238,0.022210725, $17.42 ,16.83296,16.16541905,-0.03831026,,,
01/12/2003, $39.20 ,39.526,36.94904762,-0.065738581, $0.19 ,0.16918,0.167919048,-0.006815959," $2,000.92 ",1959.586,1879.65381,-0.039947719, $142.14 ,140.48326,143.6444,0.022239764, $17.72 ,16.90764,16.16632857,-0.041831426,,,
08/12/2003, $39.61 ,39.524,37.14809524,-0.059982448, $0.18 ,0.1756,0.1664,-0.051656373," $1,956.97 ",1963.33,1888.266667,-0.038356916, $145.82 ,140.60768,144.0386619,0.023528207, $17.22 ,17.08762,16.16040476,-0.053833997,,,
